FID_;EXIF_GPSIm;Line;lat1;long1;id;x1;y1;x2;y2;angle;BubID;Distance
;305.3999939;100;-73.597989999999996;45.470939999999999;6992;708.243162469000030;833.135767663000020;702.525335418000050;837.198193314000040;0;T2B14;7.014046503390000
;47.5999985;100;-73.597989999999996;45.470939999999999;6993;708.243162469000030;833.135767663000020;742.599227722000020;864.541716767000030;0;T2B14;46.547533326600004
;96.8000031;100;-73.597989999999996;45.470939999999999;6994;708.243162469000030;833.135767663000020;743.251241843000000;828.965124262000020;0;T2B14;35.255636256099997
;139.6999969;100;-73.597989999999996;45.470939999999999;6995;708.243162469000030;833.135767663000020;734.793373791000020;801.835793758000020;0;T2B14;41.043904391799998
;184.0000000;100;-73.597989999999996;45.470939999999999;6996;708.243162469000030;833.135767663000020;707.755742714000010;826.153982857999950;0;T2B14;6.998778256920000
;224.3000031;100;-73.597989999999996;45.470939999999999;6997;708.243162469000030;833.135767663000020;703.347896879000020;828.118220171999950;0;T2B14;7.009950643470000
;265.7000122;100;-73.597989999999996;45.470939999999999;6999;708.243162469000030;833.135767663000020;701.241263475999970;832.608448348000020;0;T2B14;7.021727363180000
;329.2999878;100;-73.597989999999996;45.470939999999999;7000;708.243162469000030;833.135767663000020;704.666268465000030;839.158342751999950;0;T2B14;7.004682820570000
;359.3999939;100;-73.597989999999996;45.470939999999999;7002;708.243162469000030;833.135767663000020;708.346297103999970;856.430495209000010;30;T2B14;23.294955853299999
;65.8000031;100;-73.597989999999996;45.470939999999999;7003;708.243162469000030;833.135767663000020;721.613498726999980;839.658986747999960;30;T2B14;14.876769772699999
;105.6999969;100;-73.597989999999996;45.470939999999999;7005;708.243162469000030;833.135767663000020;740.794191903999940;823.989867288000030;30;T2B14;33.811492290600000
;146.1000061;100;-73.597989999999996;45.470939999999999;7006;708.243162469000030;833.135767663000020;732.896307486999940;796.456740530000050;30;T2B14;44.194214448499999
;181.6000061;100;-73.597989999999996;45.470939999999999;7007;708.243162469000030;833.135767663000020;708.048536764999990;826.139790406999960;30;T2B14;6.998683942520000
;223.3000031;100;-73.597989999999996;45.470939999999999;7008;708.243162469000030;833.135767663000020;673.017127336000040;795.295205602000010;30;T2B14;51.698952487699998
;269.6000061;100;-73.597989999999996;45.470939999999999;7010;708.243162469000030;833.135767663000020;684.704352169000000;832.422586143999980;30;T2B14;23.549611848500000
;311.6000061;100;-73.597989999999996;45.470939999999999;7011;708.243162469000030;833.135767663000020;697.762693194000010;845.062623240999980;30;T2B14;15.877346132400000
;6.8000002;100;-73.597989999999996;45.470939999999999;7014;708.243162469000030;833.135767663000020;711.443852641000030;860.003152668999970;60;T2B14;27.057361190999998
;60.7000008;100;-73.597989999999996;45.470939999999999;7016;708.243162469000030;833.135767663000020;725.794733370000020;844.313300906999980;60;T2B14;20.808529273400001
;105.0999985;100;-73.597989999999996;45.470939999999999;7017;708.243162469000030;833.135767663000020;715.208114288000050;832.779936561999990;60;T2B14;6.974035389440000
;147.3999939;100;-73.597989999999996;45.470939999999999;7018;708.243162469000030;833.135767663000020;731.195921286000040;792.691578710000040;60;T2B14;46.503349959300003
;186.3999939;100;-73.597989999999996;45.470939999999999;7019;708.243162469000030;833.135767663000020;707.755742714000010;826.153982857999950;60;T2B14;6.998778256920000
;229.5000000;100;-73.597989999999996;45.470939999999999;7020;708.243162469000030;833.135767663000020;685.242469099000000;805.034690263000020;60;T2B14;36.313942867199998
;273.2999878;100;-73.597989999999996;45.470939999999999;7023;708.243162469000030;833.135767663000020;688.026621514000000;835.796271416999960;60;T2B14;20.390851095900000
;318.7000122;100;-73.597989999999996;45.470939999999999;7025;708.243162469000030;833.135767663000020;697.762693194000010;845.062623240999980;60;T2B14;15.877346132400000
