FID_;EXIF_GPSIm;Lat1;Long1;Line;ID;x1;y1;x2;y2;Angle;BubID;Distance
;356.6000061;-73.597578333300007;45.471299999999999;100;6064;740.288704734000020;874.150522145999960;740.504915499000050;877.645977878000050;60;8;3.502136185780000
;45.4000015;-73.597578333300007;45.471299999999999;100;6065;740.288704734000020;874.150522145999960;763.617294099999980;897.069969136000050;60;8;32.703579806000000
;99.5999985;-73.597578333300007;45.471299999999999;100;6066;740.288704734000020;874.150522145999960;748.316578510000000;873.087350408000020;60;8;8.097968357499999
;123.8000031;-73.597578333300007;45.471299999999999;100;6068;740.288704734000020;874.150522145999960;746.239788838999970;870.442705947000040;60;8;7.011654797700000
;181.8999939;-73.597578333300007;45.471299999999999;100;6069;740.288704734000020;874.150522145999960;739.217936748000060;861.433509371000010;60;8;12.762012302200000
;223.3000031;-73.597578333300007;45.471299999999999;100;6070;740.288704734000020;874.150522145999960;722.335916358999950;855.140149083999970;60;8;26.147598253100000
;270.8999939;-73.597578333300007;45.471299999999999;100;6071;740.288704734000020;874.150522145999960;737.720651877000020;874.085152967000000;60;8;2.568884700010000
;311.7999878;-73.597578333300007;45.471299999999999;100;6072;740.288704734000020;874.150522145999960;738.803806954000040;875.477851955999990;60;8;1.991664088150000
;357.2999878;-73.597578333300007;45.471299999999999;100;6054;740.288704736000000;874.150522149000040;739.932878545999980;881.676975311999970;30;8;7.534859619970000
;51.5999985;-73.597578333300007;45.471299999999999;100;6055;740.288704736000000;874.150522149000040;762.411275649000000;891.690794690999950;30;8;28.232415848700001
;101.5000000;-73.597578333300007;45.471299999999999;100;6057;740.288704736000000;874.150522149000040;755.685301794000000;871.020063424999990;30;8;15.711619038300000
;143.3000031;-73.597578333300007;45.471299999999999;100;6058;740.288704736000000;874.150522149000040;751.591004906999960;858.991200335000030;30;8;18.908913956599999
;185.6999969;-73.597578333300007;45.471299999999999;100;6059;740.288704736000000;874.150522149000040;733.189420897999980;800.341778179000020;30;8;74.149379750999998
;222.6000061;-73.597578333300007;45.471299999999999;100;6060;740.288704736000000;874.150522149000040;706.459239762000040;837.758402801999980;30;8;49.687212148000000
;264.8999939;-73.597578333300007;45.471299999999999;100;6062;740.288704736000000;874.150522149000040;733.476706112999980;873.912846932999970;30;8;6.816143685080000
;307.6000061;-73.597578333300007;45.471299999999999;100;6063;740.288704736000000;874.150522149000040;736.863446450999960;878.008038936000050;30;8;5.158762456080000
;0.8000000;-73.597578333300007;45.471299999999999;100;6046;740.288704736000000;874.150522149000040;740.413297893000050;883.149703906000010;0;8;9.000044207920000
;48.2000008;-73.597578333300007;45.471299999999999;100;6047;740.288704736000000;874.150522149000040;762.695743458000040;894.189500134000010;0;8;30.060539299799999
;96.3000031;-73.597578333300007;45.471299999999999;100;6048;740.288704736000000;874.150522149000040;756.237756749000030;872.391613214000020;0;8;16.045747748299998
;138.6000061;-73.597578333300007;45.471299999999999;100;6049;740.288704736000000;874.150522149000040;752.405130561999950;860.410358197000050;0;8;18.319385366399999
;181.1000061;-73.597578333300007;45.471299999999999;100;6050;740.288704736000000;874.150522149000040;739.241166306999960;819.258922225999980;0;8;54.901594502099996
;224.6999969;-73.597578333300007;45.471299999999999;100;6051;740.288704736000000;874.150522149000040;726.222407149999980;859.932953009000020;0;8;20.000000000899998
;266.1000061;-73.597578333300007;45.471299999999999;100;6052;740.288704736000000;874.150522149000040;733.277316618999980;873.671755709999960;0;8;7.027715178260000
;280.8999939;-73.597578333300007;45.471299999999999;100;6053;740.288704736000000;874.150522149000040;734.581560514999980;875.248812251000000;0;8;5.811861689900000
