FID_;EXIF_GPSIm;Line;lat1;long1;id;x1;y1;x2;y2;angle;BubID;Distance
;358.7000122;100;-73.598473333300007;45.472001666700002;6098;670.449883210000050;951.079095069000000;670.221945621000030;961.076495212000050;0;10;9.999998258750001
;54.4000015;100;-73.598473333300007;45.472001666700002;6099;670.449883210000050;951.079095069000000;678.580268572000020;956.901190839000040;0;10;9.999998264600000
;271.7999878;100;-73.598473333300007;45.472001666700002;6100;670.449883210000050;951.079095069000000;660.454785824000060;951.392134304000020;0;10;9.999998265930000
;124.5000000;100;-73.598473333300007;45.472001666700002;6101;670.449883210000050;951.079095069000000;742.565793309000010;900.857489052000010;0;10;87.880112654900003
;184.1999969;100;-73.598473333300007;45.472001666700002;6102;670.449883210000050;951.079095069000000;669.718565721000000;941.105873923999980;0;10;9.999998263580000
;224.1999969;100;-73.598473333300007;45.472001666700002;6103;670.449883210000050;951.079095069000000;663.478998529000020;943.909246248000040;0;10;9.999998267610000
;266.3999939;100;-73.598473333300007;45.472001666700002;6104;670.449883210000050;951.079095069000000;660.469684758999960;950.450124331999970;0;10;9.999998265380000
;308.2000122;100;-73.598473333300007;45.472001666700002;6105;670.449883210000050;951.079095069000000;662.590657348000040;957.262341310000010;0;10;9.999998261589999
;358.0000000;100;-73.598473333300007;45.472001666700002;6106;670.449883210000050;951.079095069000000;670.099822255000050;961.072964313000060;30;10;9.999998257040000
;50.5000000;100;-73.598473333300007;45.472001666700002;6107;670.449883210000050;951.079095069000000;678.165449158999990;957.440699215000000;30;10;9.999998261289999
;102.0000000;100;-73.598473333300007;45.472001666700002;6108;670.449883210000050;951.079095069000000;761.899818213999990;931.651006697999950;30;10;93.490861745900006
;144.6999969;100;-73.598473333300007;45.472001666700002;6109;670.449883210000050;951.079095069000000;723.232815835999990;875.151699846000040;30;10;92.471656857200003
;182.6000061;100;-73.598473333300007;45.472001666700002;6110;670.449883210000050;951.079095069000000;669.997317931000000;941.089342823000040;30;10;9.999998263420000
;222.0000000;100;-73.598473333300007;45.472001666700002;6112;670.449883210000050;951.079095069000000;663.759371046999950;943.646934389999960;30;10;9.999998267720001
;265.5000000;100;-73.598473333300007;45.472001666700002;6114;670.449883210000050;951.079095069000000;660.480795349999990;950.293440843999970;30;10;9.999998265910000
;308.7000122;100;-73.598473333300007;45.472001666700002;6115;670.449883210000050;951.079095069000000;662.644914920000020;957.330689688000010;30;10;9.999998264620000
;0.3000000;100;-73.598473333300007;45.472001666700002;6117;670.449883210000050;951.079095069000000;670.501176156000040;961.078961778000010;60;10;9.999998258960000
;41.7000008;100;-73.598473333300007;45.472001666700002;6118;670.449883210000050;951.079095069000000;677.101389227000030;958.546185057000000;60;10;9.999998259000000
;145.8999939;100;-73.598473333300007;45.472001666700002;6119;670.449883210000050;951.079095069000000;676.057156314000050;942.799091828999960;60;10;9.999998265480000
;145.1999969;100;-73.598473333300007;45.472001666700002;6121;670.449883210000050;951.079095069000000;676.157894209000010;942.868213526999970;60;10;9.999998263109999
;184.0000000;100;-73.598473333300007;45.472001666700002;6122;670.449883210000050;951.079095069000000;669.753382684000030;941.103381946000010;60;10;9.999998264240000
;228.8000031;100;-73.598473333300007;45.472001666700002;6123;670.449883210000050;951.079095069000000;662.926437734000050;944.491399455999950;60;10;9.999998266310000
;269.7999878;100;-73.598473333300007;45.472001666700002;6124;670.449883210000050;951.079095069000000;660.449949655999940;951.043119744000020;60;10;9.999998265660000
;310.7999878;100;-73.598473333300007;45.472001666700002;6126;670.449883210000050;951.079095069000000;662.879235613999980;957.612490835000020;60;10;9.999998263420000
